target,comment
0,چرا دیلوگ من باختمو نمیگه بگین بهش بگه
0,عالی بودی اقای رشید پور مردک احمق فکر میکرد هیچکس نمیفهمه داشت ماست مالی میکرد اینا اصلا جون مردم براشون مهم نیست
0,اگر اقای رشیدپور نباشه من نگاه نمیکنم حالا خورشید بدون کاپیتان رشید پور محال نگاه کنم
0,اقای رشیدپور ادم نباید خودشو ببازه وبیگدار به اب نزنه
0,خیلی ناراحت شدم چرا قطع کردین صبحها دخترمو میخاستم بفرستم مدرسه با برنامه قشنگتون روزمو شروع میکردم
0,خیلی دو قسمت اخر خوب نبود
0,آقای وزیر چرا مصاحبهی ۱طرفه چرا هیشکی به ما حرف ما گوش نمیکنه
0,آقای رشید پور دانش آموزان منتظرند مناظره با وزیر آموزش و پرورش چرا آقای بطحایی پاسخگو نیستند یک هفته از قول ایشان گذشته نه به تاثیر قطعی معدل در کنکور ۲  ما ۱ میلیون نفریم در کنکور تقلب گسترده وجود ندارد ما مخالف تاثیر قطعی هستیم
0,آقای رشیدپور به جای برنامه شما برنامه مخصوص دهه فجر میخوان بزارن کمال بی عقلی فکر نکنم دیگه کسی این مدت صبحها تلویزیون را روشن کنه فقط اطلاع رسانی کنید که بالاخره کی دوباره برنامه حالا خورشید پخش میشه
0,شماهاکی ازپول سیرمیشد واقعااون مصاحبتون برای مردم یاپول بود متاسفم 
0,چرا پاسخگو نیستید نماینده عدالت باشید
0,سلام بر همدردان ملت س درامد کل سالیانه از ارتباتات
0,استاد رشید پور شما دستت تو کار خیره یه کمکی هم ب ما بکن من سی سالمه ولی بخاطر ده ملیون تومن ک مراسمم رو بگیرم چند ساله نامزد کردم و نمیتونم ازدواج کنم والا ثواب داره بخدا ده ملیون واسه خیلیا چیزی نیست ولی یه جوون مث من چن ساله بخاطر همین نتونستم مراسم بگیرم خواهش میکنم هر کسی میتونه کمکم کنه تا آخر عمر دعاش میکنم 
0,خیر خیر خیر جون مادرت برو
0,دست بوس امیردریادار سیاری عکس رو بزار تا ببینم چطوری شرمسار شد سرباز دستش رو اورد امیر بوسید
0,برنامه حالا خورشید عالی نه تورو خدا تموم نشه توی چند کانال تلویزیون تنها برنامهای که پر انرژی خدا خیر شون بده دست اندرکارنشو بخصوص آقای رشیدپور خدا بهش سلامتی و طول عمر بده انشالله
0, 
0,از عملکرد پلیس راهورپاننتقاد کنیید ورا با وجود هشدار هواشناسی تدابیر لازم رو برای جادهها در این برف در نظر نگرفتن
0,ادامه تحصیل لیسانس علوم آزمایشگاهی نداریم علوم آزمایشگاهی شماره نظام پزشکی ندارد
0,سلام جناب رشیدپور برنامه تون خیلی عالیه فقط ببین کجای برنامه تون این پیامو میتونید بگنجونید در شهرهای جنوبی ایران خصوصا استان خوزستان اغلب نیروهای کاری رو از شهرستانها میگیرند و متاسفانه این امر باعث افزایش بیکاری و افزایش جرم و جنایت و دزدی و فقر در این استان شده_است عزیزانی که جوانانشون بخاطر نداشتن شغل مناسب به مواد مخدر روی آورده و تقریبا رو به نابودی هستند خودتون میدونید آبادان و خرمشهر در زمان قدیم از بهترین شهرهای توریستی ایران بوده ولی متاسفانه الان چهارتا خیابون درست و حسابی ندارن آیا واقعا مسئولین نمیخان فکر اساسی به این وضعیت بحرانی کنند بیشترین درآمدهای ایران خصوصا درآمدهای نفتی و بازرگانی در شهرهای بندری صورت میگیرد و متاسفانه این شهر با داشتن این مردم باصفا و باعشق و همیشه شاداب به یک شهر مرده داره تبدیل میشه و این خیلی غم انگیزه لطفا بگوش همه برسونید با تشکر نادرعابدی از مهاجران جنگ تحمیلی
0,واقعا جای تاسف وتأثر داره مدیریت ایمنی عذر خواهی_که نکرد هیچ خیلی هم شیک پیچوند و مجلسی میخواست فرمایش کند خلبان مقصر چون سانحه تو هوا بوده وتو فرودگاه نبوده صد افسوس
0,سلام اقلا تا آخرهفته میموندین حالا چرا یکهو وسط هفته آخرین قسمت معمولا برنامهها با شروع فصل یا مناسبتی شروع یا پایان پیدا میکنند
0,سلام خسته نباشید وقتتون بخیر تروخدا درباره سربازی حرف بزنید دو سال سربازی تو هیچ کشوری وجود نداره چرا کشور ما به جوانان اهمیت نمیدهند مگه ما نمیگیم کشور ایران اسلامیه و اسلام هم میگه راه رو برای ازدواج جوانها راحتر کنید و لی این سربازی باعث کم شدم و سخت ازدواج شده تروخدا بگین کمترش کنن
0,اقای رشیدپور شما و دوستان عالی هستید
0,سلام اقای رشید پور بافت فرسوده تبریز میدان تره بار در حوالی میدان صاحب الامر را به مسئولین گوش زد کنید و با شهردار تبریز گفت وگو کنید فقط تهران نیست با تشکر
0,برای چی اینقدر باید ظلم بشه چرا هیشکی نیست صدامونو بشنوه
0,من تازه پیداتون کردم شما دارید میرید 
0,چرا مدیران بانک پاسخگو نیستن وقتی میلیاردی اشتباه کنن من مشتری باید پاسخگو باشم واقعا مملکت اسفباری داریم۰
0,حرف دل مردم را  شد تموم شد
0,تف تو ذاتت رشیدپور نجس تو خودت دست نشانده همین حکومتی عوضی
0,مسئولین وقتشونو گذاشتن فیلتر کن تلگرامو
0,اخ گفتید همه نیاز داریم بهش والا 
0,نتیجه نظر سنجی چی شد مگه قرار نیست ما دانش آموزا کنکور بدیم چرا به جای ما تصمیم میگیرن وزیر وزرا چ سودی از تاثیر قطعی معدل میبرن
0,چرا سریال کم درست شده قرار بود بیشتر باشه چرا تو پانزده قسمت بود
0,ایناهم شدن خواننده
0,براتون متاسفم که برنامهای با حضور یک گرگ خاین و یک گوسفند فشل ساختید تا قهرمان ملیمون خراب شه چرا کسی اونجا نگفت کاشانی باعث کودتا شد
0,بهنام بانی به پای یگانه هم نمیرسه
0,۳۰ میلیارد دقیقا هزینه چی کردن پس که ۱رادار نخریدن 
0,نه به تاثیر قطعی و ظالمانه سوابق تحصیلی ۲ درصد داوطلبان مخالف تاثیر قطعی هستند لطفا اقای لاشکی را دعوت کنید وزیر آموزش پرورش استعفا چرا فرصت مساوی آموزشی را از جوانان گرفتید چرا فرصت برابر تحصیل را از ما گرفتید وزیر اموزش پرورش جوابگو نیست
0,لطفا ساعتشو تغییر بدین خیلی زود پخش میشه
0,زیست شناسی زبان علم و بین المللی است نقش کتابهای درسی در هر کشوری اعتلای فرهنگ آن کشور خواهد_بود متاسفانه در کتابهای زیست شناسی دوره دوم متوسطه و همچنین کتابهای علوم تجربی دوره اول متوسطه واژههای مصوب فرهنگستان زبان و ادب فارسی جایگزین کلمات علمی شده_اند این واژههای علمی حاصل سالها تلاش دانشمندان میباشد که متاسفانه با کلماتی جایگزین شده_اند که هیچگونه سنخیتی با علم و محتوای زیست شناسی ندارند این تغییر واژهها تنها باعث دور کردن دانش آموزان از علم به روز جهانی و دلسرد کردن آنها از علم آموزی میباشد این روند از چند سال پیش شروع شده و امسال به بیشترین مقدار خود رسیده_است لذا ما جمعی از دبیران زیست شناسی و اساتید دانشگاهی تقاضا داریم که این متن را دربرنامه حالا خورشید منتشر بفرمایید علاوه بر آن شرایطی مهیا کنید تا یکی از همکاران در این برنامه حضور پیدا کرده و اعتراض رسمی خیل عظیمی از علم آموزان را اعلام کنند با سپاس  زیست شناسی زبان علم و بین المللی است  واژههای علمی زیست شناسی 
0,آقای سبط نتونستن از حق دانش آموزان دفاع کنن
0,یه جا ببینمت کونت پارست
0,سلام آقای رشید پور ما هم دیگه از شما و صدا و سیمایتان ناامید شدیم میایید یه سری شعار و حرفهای بظاهر زیبا میزنید اما همه پوچ و بیهوده این همه شعا کی اومدید از فرهنگیان این مدت دفاع کردیدجز بابت کنکور کی از خواستید به شلکه سما بیتیید تا در مورد مشکلات متعدد فرهنگیان بحث کنید لطفا اینقد  معلم
0,سلام لطفا در همین لحظه همگی از خدا بخواهیم که این آخرین حادثه و بلایی باشه که تجربش میکنیم امیدوارم همه کائنات آمین بگن
0,لطفا اقای لاشکی را دعوت کنید وزیر اموزش پرورش جوابگو نیستنه به مصاحبه یک طرفه
0,خدا لعنتت کنه رشید پور
0,لطفا به موضوع تاثیر قطعی معدل در کنکور بپردازید
0,درحالیکه منشی شرکت نفت با حدود یک پنجم حجم کاری و بدون استرس حداقل حقوق ۱ تا ۱ میلیون داره اونم با مزایای بی رویه و تسهیلات غیرقابل تصور
0,سلام با نظرسنجی عالی کجا میخواین برین
0,این سوالتون اشتباه چون سبک خوانندهها باهم فرق داره شما باید خوانندههای تویه سبک باهم مقایسه کنید
0,خب پولشوداری  اون بیچاره هارفتن بیرون
0,جناب رشید پور اگه خاطرتون باشه مهمان محترم برنامه جناب آقای داریوش فرهنگ از شما خواستن صدای موزیک رو کم کنید بخدا الان قرن ۲ هستیم هیچکس عقده یا کمبود موزیک نداره که در برنامه شما همیشه مزاحم گوش میشود
0,توروخدا اقای زشیدپور راجع ب معلولایی که نه حقوق دارن ونه جایی بهشون کارمیدنم صحبت کنید من شوهرم بیکاره معلولیت داره دخترمم مریضه دارومصرف میکنه بخدا فقط یارانه اونم میره براکرایه الان داروی دخترمانخریدم
0,وقتی نمیتونید از مهمون هایی که دعوت میکنید حمایت کنین پس اصلا مهمون به برنامه دعوت نکنین چرا وقتی اون آقای خلبانو دستگیر کردن هیچ عکس العملی نشون ندادین و حتی ی استوری هم نزاشتین
0,خیر اصلا مردم روچی فرض کردن
0,فقط کمی بی ادب است
0,یکی این وسط رسیدگی کنه ب آینده دانشجویان ذخیره لفطااا صدای ما باشین 
0,پاچه خوار حسن کلیدساز
0,  حیف تو نیست با این چهره زیبات پاتو بزاری تو کربلای کثیف
0,تف ب اون دورویی ک صبحا دم از مشکلات مردم میزنع ولی شبا میشه یار و غمخوار مسئولین تف ب اون ذاتت
0,عدم تحویل ساندرو استپ وی
0,سلام آقای رشید پور عزیزبرنامه حالا خورشید شمارامشتاقانه میبینم بسیاربرنامه جالبی هست ازشما خواهش میکنم برنامه منوتو را هم ببینید تاازدردمردم بیشتراطلاع پیدا کنید باز هم از برنامه خوبتون ممنون
0,بهتره بگیم چهره خوش سیبیل سال دسته بیل سال چهل وپنجاهبیل سال
0,انشالله درد بی درمون بگیری
0,چرا جلو پرویز اب پرتغال با اون میوهها نمیزارید اینم یه نوع بی عدالتی بی عدالتی مگه چطوره حیدری هستم بیننده هر روزتون
0,تسلیت
0,اقای رشید پور هر وقت نیستید برنامه را پخش نکنید نبوذ شما جالب نیست
0,حمید ترابی لج درار برو گمشو
0,چ عادلانه
0,معلم این حق تو نیست
0,حالا خورشید شد خاله خورشید رضا رشید پور جون میده برا کارای خاله زنگی
0,باید به امام جمعهها بگن که توی خطبه هاشون به مردم بگن آب نیس خیلی از پیر زن هایی که شیلنگ آب دست میگیرن و کوچه میشورن به حرف امام جمعهها گوش میدن 
0,پاچه خوار این و اون هستدی فقط و فقط فخر فروشی میکنی هر موقع میبینمت سریع شبکه رو عوض میکنن
0,بعله اقای رشید پور چرا بی ادبی میکنین به اقای شهردار محترم لنگرود بزارید مفت بخورن مفت ببرن
0,رشید پور از همشوت دروغگو تره
0,با سیسانت برف کل استان فلج شده هزاران نفر تو پرترددترین اتوبان ایران گیر کردن لازم نیست زلزله بیاد با حتی سیسانت برف هم مشخص میشه که ما شهروندان ایران مثل کودکان بیسرپرستیم که به حال خودمون رها شدیم
0,سلام آقای رشید پور شهرستان ما رفسنجان ک هنوز امسال زمینشتر نشده
0,دلا این عالم فانی به یک ارزن نمیارزد
0,قیروکارزینشهرام قائدی دوستان گل کامنتای همشهریای منو تو پیج خود قیرکارزین بخونید بقیه ک میان فحش میدن نمیدونم کجایین واقعا با افتخار منقیری هستم
0,این عکسا غم مارو زیاد میکنه خدا بهشون صبر بده
0,تو این کشور همچین چیزی بدون شک امکان نداره
0,ببخشید این حرف رو میزنم مردم ایران بقدری در ناراحتی وغم هستن مخصوصا این اتفاقهای اخیر سانچی هواپیما فقط کسی میتونه چهره سال بشه که کمی خنده بروی لبهای مردم بیاره پس آقای مدیری به نظر من بهترین گزینه میتونه باشه با تشکر
0,روحشون شاد که چه داغ بزرگی بر دلشون ماند
0,سلام خسته  شهرستانی هستیم به نام استهبان در استان فارس ک چند سال هست بیمارستانی افتتاح شده و هیچ گونه دکتر و خدمات خوبی ارائه نمیشه و ما مجبوریم برای درمان به شهرستانهای اطراف  کی وضعیت باید اینجوری باشه
0,چرا جمهوری اسلامی با ستاره سینما مخالف است
0,جناب رشید پور در مورد بچههای گروه الف صنعت نفت که تعهد خدمت دادن به وزارت نفت و بصورت امریه هم سربازیشونو گذروندن ولی جناب وزیر آقای زنگنه با لجبازی حتا به رای دادگاه هم احترام نمیزاره چون بچهها شکایت کردن و دادگاه وزارت رو موظف به تعهدش که استخدام این بچهها بوده و حدود دویست نفری میشن کرده و بجای احترام به قانون و تعهد خودش اومده وکلای گردن کلفتشو فرستاده دادگاه و اعتراض زده رو رای که ما داریم بررسی میکنیم و میخوایم بچهها رو استخدام کنیم در صورتیکه یه دروغ بزرگه و فقط هدفش اینه که فک و فامیل و آشناهای خودشو ببره سر کار و الان سه سال هست که این بچهها رو معطل گذاشته واقعا شما که دم از حق و ناحق میزنی به داد ماها برسین و از تریبونی که دستته صدای حق ماها رو به گوش همه برسون اینا که نمیخواستن چرا تعهد خدمت گرفتن چرا امریه و سربازی رو دادن به بچهها چرا به رای دادگاه احترام نمیزارن البته ما میدونیم چرا چون میخوان آقا زادهها رو بیارن سر کار خدا ریشه ظلم و ظالم رو بکنه
0,۸۵ درصد داوطلبان مخالف تاثیر قطعی هستند
0,تحریم نود
0,پس میخوان مثل مسئولین کشور کره جنوبی باشن که به خاطر تاخیر هواپیماهاشون میان جلوی دوربین رسانه هاشون از کل ملتشون عذر خواهی_میکنن اینا دوست دارن کلا ملت سربه نیست بشن تا راحتتر غارت و چپاول کنن
0,سلام اقای رشیدپور عزیز خسته نباشید هم شما وهم همه همکارانتون اقای رشیدپور واقعا برای خودم و همه این ملت عزیز متاسفم اقای محترم مسئولی که داعیه سوادو تخصص داری چرا به شعور این همه انسان توهین میکنی چرا با توجیه و توهین میخوای بگی من راست میگم کار شما شده مثل بچهای که کار خطایی کرده و همش میگه من نبودم کار شیطون بوده خواهش میکنم به ملت بعنوان افراد باشعور نگاه کنید ایا خواسته زیادیست 
0,سلام بزرگوار امیدوارم همیشه سلامت باشید امروز واقعا نبودنتون دلتنگی به همراه داشت ازتون میخوایم زودتر با برنامههای خوب و لب خندونتون برگردید
0,سلام اقای رشیدی واقعاد زجراوره خیلی خدا به خانوادهاشون صبر عنایت بده ما ماهم باها خانواده این عزیزان احساس هم درد میکنیم
0,سلام خوش بحالتون که برف دارین ما خوزستانیها داریم خفه میشیم تو رو خدا بجای ما نفس بکشید
0,لطفا اقای لاشکی را دعوت کنید وزیر اموزش پرورش جوابگو نیست نه به مصاحبه یک طرفه تاثیر قطعی معدل برای کنکور نودوهشت را لغو کنید ۲ درصددانش اموزان باتاثیر معدل درنتایج کنکور مخالفند
0,خدا خیرتون بده الان دارم برنامه تون رو میبینم بغض ڪردم اصلا ڪاش اون میلیارد هم پیدا بشه خرج این بچہها بشہ 
0,بازم تریبون میخواهیم
0,واقعا برای نسلهای آینده فاجعه هست مسیولین هیچ تصمیم درستی برای بحران کمبودی آب نمیکنند پرفسور عالی هستن نظراتشونم عالیه
0,جناب رشید پور حجاب جزو فرهنگ ایران آریایی نیست لطفا ب ایران نچسبون
0,با عرض سلام به آقای رشیدپور عزیز خواهش میکنم آقای وزیر نفت مهندس زنگنه رو اگه میشه یا به برنامه دعوت کنید یا از طریق برنامه ازشون بپرسین چرا دستور منع بکارگیری نیروی انسانی دادین یعنی وزارت نفت واحدهای تابع اون نیرو نمی میکنم اینو مطرح کنید زندگیم به این قانون بستگی داره
0,واقعا عالی شد اومد مثلا دفاع کنه و آقای رشید پور رو محاکمه کنه همه فهمیدن چه حیوون نفهم و بی سوادیه البته خدا منو ببخشه حیف حیوون
0,این همش دروغ میگه آقای رشید پور
0,اقای رشید پور اگه ادامه ندی من اصلا تلویزون نگاه نمیکنم
0,نادیده گرفتن حق معلم
0,کمپین حمایت از حقوق فرهنگیان  این فیش حق من معلم نیست  بطحایی پاسخگو باش  معلم جواب میخواهد  این فیش حقوقی حق من نیست  نادیده گرفتن حق معلم  بیتوجهی و سکوت  تبعیض در حالا خورشید  اجرای قانون بازنشستگی پیش از موعد فرهنگیان
0,لطفا کمک  این خبر وپوشش  هرکیوبیارین درمورد وضع نتایج کارنامهها توضیح بده
0,مجریهای وابسته به رشید پور هم خوب پاچه خواری کردند 
0,سلام از شهرستان فسا هستم اینجا خبری از برف وبارون نیست
0,اشکمون رو در آوردین زود برگردین
0,چرا فیلتر ینگ چرا دنیا رفت
0,۰ تعیینه لیست با کی بود منطورم اینه که آیا باید بین چند نفر انتخاب میکردیم یا از بینه همه هنرپیشهها بود
0,سلام خدمت استاد اگه فرزندان وزیران و مسئولین معدل پایینی داشتن و پول برای ترمیم معدل نداشتن دوباره معدل رو قطعی میکردهاند خداوند از قلبها با خبره
0,اقای رشیدپور سوال کنید چرا سارا نیکا کم دیالوگ هستن در تمامی فصلها
0,سلام من خیلی دوست دارم کالای ایرانی بخرم اما چیزی که تو ۴_۵ سال اخیر دیدم اینکه خولید کنندهها یا حاضر نیستن به نظرات مشتری توجه کنن یا اینکه یه جوری به حرف آدم گوش میدن که بگن فقط میخوان ادب رو حفظ کنن وگرنه گفتههای مشتری رو روی یخ مینوسن سال ۲ از چرم مشهد چکمه گرفتم که ۱ ماه ضمانت داشت البته مدلهای خارجیش شیکتر بود ولی فقط چون ایرانی بود گفتم پول بدم به هموطن اونم ا ن موقع نه حالا خلاصه بعد یک هفته زیره گفش باز شد بردم شعبه میدان ولیعصر که خرید کرده_بودم با فاکتور گفتن پس نمیگیرن و کمی
0,خواهش میکنم از درد ما رانندههای تاکسی اینترنتی هم بگذارید شاید مسئولین ما هم یه کم خجالت بکشن الان سه ماه داریم به قسمت شکایات شرکت اسنپ اعلام میکنیم که کرایههای ما پایینه یه فکری به حال ما بکنید دریغ از یه جواب بیان بون بگن آقا همینه که هست این کم محلی و بی توجهیشون بیشتر رو مخ ماهاست مسافرا میان میگن الان چند وقته رانندههای اسنپ پکر شدن چی شده ما هم از خجالت گرمای هوا رو بهونه میکنیم دیگه نمیگیم با هزار امید صبح زود از خونه میزنیم بیرون شب با ناامیدی جلوی زن و بچمون سرمون خم و خجالت زده_ایم دخلمون و اسنپ نصف کرده رقابت به چه قیمتی از جیب راننده تورو خدا شما حداقل رسیدگی کنید ما حتی نمیدونیم این شرکت زیر نظر کدوم ادگان هست سازمان حمل و نقل شهرداری تاکسیرانی ما درد و مشکلمون و به کی بگیم استهلاک خودمون و نداشتن بیمه و امنیت شغلی و آینده به کنار هرینههای سر به فلک کشیده استهلاک و کجای دلمون بذاریم جالب اینه که همه چی گرون شده توی این مملکت اون وقت اسنپ توی این ماه رمضان و گرما و سختی کار ۲ تا ۲ درصد کرایه هاشو ارزون کرده آخه این انصافه میخواید رقابت کنید از ۲ درصد کمیسیون خودتون کم کنید نه از زحمت راننده فکر کنم مدیرعامل اسنپ تو ایران زندگی نمیکنه جالبه که همیشه پیامهای تهدید آمیز میاد که کولر بگیرید وگرنه امتیاز منفی دارید یا حسابتون بلوک میشه تو رو خدا شما رسیدگی کنید خواهشا خواهشا خواهشا
0,با احترام به همه هنرمندان و ورزشکاران که دوستان نام بردن باید بگم فک نمیکنم این عزیزان خودشون هم راضی باشن به عنوان چهره معرفی بشن این افراد به اندازه کافی چهره هستن و اسمشون همه جا هست به قول بعضی دوستان چهرههای واقعی و ماندگار خود مردم ایران هستن که توی این اتفاقات ناگوار همچنان به پای ایران ایستادن شهدا و خونواده شهدایی هستن که اسمی از اونها برده نمیشه کارگرا و کارمندان معلمان جانبازان مخصوصا اونایی که توی آسایشگاهها بسترین مردم مناطق محروم و خیلیای دیگه که مجال نیس همه رو یاد کنیم بیایید یه خورده از اینکه اسم افراد رو ببریم و بزرگشون کنیم فاصله بگیریم چه بسا افرادی که اگه موقعیت براشون جور بود میتونستن جای خیلیا باشن ولی
0, عدم توجه وزیر به داوطلبان نظام قدیم وزیر در نشست ویژه خبری در پاسخ به سوال مجری که اصلا در این زمینه مسلط نبود در مورد تاثیر قطعی معدل گفت که اگر دانش اموزان دوازدهمی شش ماهام بخونن میتونن موفق بشن اما راجع به دانش اموزان نظام قدیم صحبت واضحی نکرد  مصاحبه یک طرفه
0,خسته نباشید ولی لطفن کاری هم به اقای نشاط بدید
0,من هر وقت از جلوی کیوسک روزنامه فروشی رد میشم و میبینم مردم ایستادن و تیتیر روزنامهها رو میخونن خیلی خوشحال میشم متاسفانه سرانه مطالعه در کشور ما خیلی پایینه
0,برقامون رفت خدا لعنت کنه
0,لطفا کسانی که راست راست توی چشم مردم نگاه میکنن ودروغ میگن رو دعوت نکنین اومده میگه ما به فکر مردمیم اگه بودین که پدر مردم درنمی آوردین
0,سلام خدمت اقای رشید پور اول مارکت هیچ کدوقرکشی برای ما نفرستاده ده هزار تومان شد دوباره تمدید کرد
0,یا با ازدواج من و خواهرت موافقت میکنی یا با همین کت تنت حلق آویزت میکنم
0,لطفا رسیدگی کنید
0,رشید پور از وامهای چند میلیاردی که گرفتی ومس نمیدی حداقل بده به نیاز مندان
0,اصلا به خانواده شون توجه نشده همه شاکی هستن فقط بلدن گریه کنن
0,خیر کافی نبود
0,تا قبل از مصاحبه با رئیس جمهور رشید پور و قبول داشتم الان دیگه گند زدی به همه چیز
0,رتبهها سه برابر شده اخه چرا
0,صبح ساعت ۷از خواب بیداشبکه تلویزیون روشن کردم زدم شبکه سوم دیدم دار فوتبال میده دلم گرفت از نبودنت اقای رشیدپور عزیز خیلی ناراحت شدم اشک از چشم جاری شد توخدا زودی زود برگردین دل تنگ شما وهمکاران عزیزدوست داشتنی شما هستیم 
0,عالیه سرصبحی کلی انرژی میگیرم توبرنامتون بگین کارگران آبدار استان خراسان جنوبی حدود ماهه حقوق ندادن هرجا میگیم فقط وعده بدون عمل توروخدا بگید شاید به مسولی اون بالاها حرف شماروبشنوه ومشکلمون مرتفع بشه ان شالله
0,شما که نمیخونی چه کامنتی
0,حامد سلام آقای   میکنم انتقال بدین این  خودرو سازها ماشین ثبت نامی ملت رو تحویل  صورتی که همه ماشین هارو احتکار کردن و میگن قطعه نداریم اگه قطعه ندارین چرا درخواست دادین به وزیر صنعت که در حاشیه بازار ماشین بفروشین اگر ماشین هست ماشین ثبت نامی ملت رو بدین آقای رشید پور شما وظیفه خیلی مهمی بر عهده دارین خواهشن انتقال بدین هر ماشینی که بخوای از سایپا و پارس خودرو و ایران خودرو تحویل بگیری حداقل سه بار افزایش قیمت پاتو  درامد من کارمند یا کارگر بیچاره چقدر افزایش داشته  پاسخگو نیستن در آخر هم میگن سود تاخیر بهتون میدیم سود تاخیر به چه دردی میخوره وقتی خودرو سازها قرارداد ترکمن چای با مردم میبندن بعدش ما ۸ماه پیش این ماشین رو ساندرو استپ وی پیش خرید کردیم به داد مردم برسین به داد مردم برسین به داد مردم برسین ماشین دارن میخوان قیمتو گران کنن ماشین ملت رو تحویل نمیدن
0,سلام صبحتون بخیر باید بگم اینجا نه برف اومده نه چیزی منم اعصابم خرده گل گاو زبان هم تاثیر نداره ولی شما برنامتونو ادامه دار کنین
0,سارا و نیکا هم اصن دیالوگ نداشتن
0,اقای رشید پور چه دردی از ما دوا میکنه همه حرفایی ک شما میزنین خودمون میدونیم فقط داغ دلمونو بیشتر میکنید اگه میتونین برا برا مابدبختا ک دهنمونو بستن کاری کنین
0,آقای رشید پور دانش آموزان منتظر هستند
0,یکی بگه اون خلبان بنده خدا را چرا بازداشت کردند جز این که حرف حق میزد
0,نمیشود جلوی قاضی ملق بازی
0,خودمون پاشیم پای پیاده پتو و غذا ببریم برای عزیزامون این رسانه عریض و طویل حرکتی از کمک رسانی و امداد چرا نشون نمیده
0,چطور میشه قانع شد   ۱۵ هم احتمالا از عوامل اجرایی و دولتی بودن مسلما خیر جواب همه است
0,آقای رشید پور عزیز لطفا بگین در این دوران که اتفاقا خیلی سخت شده دوستان نامردی نکنند و به جیب همدیگه حمله نکیم
0,کای هم حرص خوردیم
0,سلام اقای نشاط شماهم همیشه بانشاطی لب همه رو به خنده باز میکنی
0,خیلی پاچه خوارین شما حالا خورشیدیا کجای حرفای آقای بطحایی دیروز شفاف و در کمال آرامش بود ایشون اصلا چیزی نگفتن و نه گذاشتن کسی چیزی بگه به معنای واقعی برنامه دیروزتون کشکی و فرمالیته بود
0,به داد کنکوریها ۲ برسید
0,افزایش ظرفیت تهدید سلامت
0,سلام در مورد قرعه کشی مسخره تاپ هم بگین اینا ملتو خر فرض کردن
0,اینابه خودشون رحم نمیکنن چه انتظاراز امریکا
0,سلام آقای رشیدپور عزیز من هر روز صبح بابرنامه خوبتون انرژی میگیرم خواااهش میکنم تمومش نکنید تمنامیکنم 
0,جناب کیسه کش روحانی تو شریک تمام خیانتهای روحانی هستی باید جواب بدی چقدر بهت میدن خجالت نمیکشی از منتظر بالاتر نیستی حرفهای رییس جمهورات را که هند رفته گوش کن تمام از بدبختی و خوش خیالی اش بود
0,من نمیدونستم دوباره برنامه شروع شده چون آخرین قسمت حالا خورشیدو دیدم دیگه بعداز اون تلویزیون روشن نمیکردم
0,خیر چون تنها رسالت شما و اقای مدیری شده کوبیدن دولت و ایجاد ناامیدی جدا چقد خودتونو فروختین اقای رشیدپور یهو انقد تغییر رویه دادین
0,ای کاش رهبر دلسوز همبشه بودتد و خود در این برهه حساس گوش بی کفایتها رو میپیچوند اینروزها از همه مسولبن متنفرم چون هیچکدوم کارایی ندارن همش سخرانی خسته شدیم بخدا از بس گپ میزنید عمل کنید
0,سلام بنده معلمی هستم که توان اجاره کردن خانه را براحتی ندارم و مجبورم دو یا سه شیفت کار کنم تا بتوانم خانهای را که رهن کرده_ام برای سال بعد نگه دارم مگر فرق ما کارمندان آموزش و پرورش با کارمندان بانکها و وزارت دارایی و غیره و غیره چیست لطفا به ما رسیدگی کنید بخدا ماییم که برای این مملکت دکتر و مهندس تربیت میکنیم تا سرمون بالا باشه جلوی کشورهای دیگه به شخصیت و خاصیت و شان ما معلمها توهین نکنید بی سوادی دردی است که در حال حاضر گریبان مملکت را گرفته_است از این بدتر شود همه میدانید اگر من معلم دو شیفت سه شیفت کار کنم میتوانم از پس زندگی خودم بربیایم اما دیگر وقت و حوصلهای برای رسیدگی به دانش آموزی ک آیندهی این مملکت را میسازد ندارم بعد هرجا که به مشکل برمیخورید میگویید آموزش و پرورش سعی و تلاش و نظارت خود را بیشتر کند با این سیستم و اهمیتی که میدهید هیچ اتفاق خوبی در نظام آموزش نخواهد_افتاد رسیدگی کنید تا مملکت با سوادی داشته_باشیم یا علی
0,مادرشون گاید
0,چقدر تلخ
0,موافق این انتخاب نبودم ولی به نظر مردم احترام میذارم
0,یعنی واقعا جواد عزتی الناز شاکر دوست و گلزار و در حدی ان که با شهاب حسینی مقایسه بشن 
0,شایدم سه شغله بترکه چشم حسود ایموجی اسفند رو ندارم بزارم دود بشه
0,دوستونداریم اقای رشید پور بزرگوار 
0,این فیش حق من معلم نیست
0,من با نظر جناب موغاری مخالفم چون منتشر نکردن باعث رنجش مردم عزیز کشورم  اینجور مسائل
0,آقای رشیدپور توکشورمون ازاین خبرهاهم هست انصافا حرفها و مواضع محمود صادقی بعضا و ازجمله در قضیه سعیدطوسی ارزشمند و قابل تقدیر است اما او دارد وظایف نمایندگیاش را انجام میدهد بقیه همفکران و هم حزبیهایش کجایند آنها چرا ساکتند و حرفی نمیزنند علت به چشم آمدن کارهای صادقی سکوت مرگبار سایر نمایندگان است و شرم بر آنها  
0,بهتر است مجریان محبوب مردم مانند رشیدپور و مدیری از هر نوع مصاحبه با مسولین نظام ویرانگر ایران امتناع کنند
