target,comment
0,سلام لطفا ازما کم بیناها هم حمایت کنید
0,عجب
0,اقای رشید پور لطفا برنامه تون بعد ازعید شروع کنید
0,برنامه ریزی کنند مردم در جاهایی این مراسم رو بخوبی برگزار کنند وخاطرهی خوبی از این چهارشنبه به جا بماند
0,سلام و عرض ادب و احترام خدمت جناب رشید پور و همه همکارانتان در برنامه صبحگاهی حالا خورشید امیدوارم مردم سرزمینم در روزهای اخر سال ۲ و استانه فرارسیدن سال جدید از هموطنان خود که در حوادث ناگواری چون زلزله کرمانشاه زلزله کوهبنان تضادف قطار سانچی هواپیمای  ۲ یاسوج و عزیزترینهایشان را از دست دادند دلجویی کنند یه دید و بازدیدی داشته_باشند از این بزرگواران در انتها از شما و همه همکارانتان کمال تقدیر و تشکر مینمایم
0,سلام و خسته نباشید خدمت همه زحمت کشان برنامه میشه لطفا من رو زیر پست کمک به امیرپرهام تگ کنید
0,شماره تماس یا پیامک برنامهات چنده
0,فدای مادرای شهدا
0,اقای رشید پور مادرتونو دعوت کنید
0,۴۶۶ اون قسمتشو ندارین
0,توراخدابگوچه ساعتی این برنامه پخش میشه سپاس
0,تکرارچه ساعتیه
0,هفت صبح هر روز این پیج حالا خورشید نیست
0,روزت پرازنورخدایی 
0, لطفا یه نفر بگه چطور میتونیم برای برنامه حالا خورشید پیام  پور بخونه
0,سلام شما این همه در مورداول مارکت تبلیغ میکنیددرحالی که به نظرمیرسه اونها در ارسال کدقرعه کشی نوعی سوء استفاده ازناآگاهی مردم میکنند یک روزقبل ازاتمام سی روز پیام میدن که فردا وجه شماتکمیل میشه و اگرنمیخواهیدتمدید بشه کلمه  روبفرستید و وقتی این کلمه رومیفرستیدشما را خارج میکنن و ۲ روزپرداخت شما ازدست میره به همین سادگی مدرکش هم موجوده و اگرصداقت درپیگیری داشته_باشید براتون میفرستم به نظرم اکثرکسانی که کدقرعه کشی دریافت نکردن اینطوری کلک خوردند
0,خسته نباشید
0,فقط شماره شش
0,شهاب
0,شهاب و بعد نوید
0,ای کاش رضا بشههه گلزااار
0,حمید فرخ نژاد
0,جواد عزتی
0,شماره ۱ هومن سیدی
0,۲۰۰۰۳۴۵ ۲
0,هومن سیدی
0,هومن
0,محسن چاووشی
0,علی دایی
0,نوید محمدزاده
0,۸نوید
0,۶حمید فرخ نژاد
0,قطعا گلزار
0,اقای گلزار ستارهی سینمای ایرانه بنظرمن
0,قطعا گلزار وشهاب جون
0,حمید فرخ نژاد و سعیدعزتی البته بقیه هم خوبن همگی
0,حمیدفرخ نژادوجوادعزتی 
0,۸و۳
0,شماره دو اقای شهاب حسینی
0,پریناز ایزد یار
0,نوید
0,فرخ نژاد
0,نوید محمد زاده
0,پریناز ایزدیار
0,شماری دو آقای شهاب حسینی
0,نویدمحمدزاده
0,حمید فرخنژاد
0,فقط جوادعزتی وحمیدفرخ نژاد
0,فقط ۲۲۲
0,نوید محمد زاده و محمد رضا گلزار فقط
0,شهاب وهومن سیدی
0,۵ جوادعزتی
0,۳ هومن سیدی
0,هنرپیشه خاص و عالی ۳
0,سلام شماره ۲
0,من میگم هومن سیدی
0,۱ و۲
0,حمید فرخ نژاد عزززی
0,گزینه دو
0,حمید فرخنژاد عزززیم
0,گزینه ۴
0,شماره ۸
0,جوادعزتی هومن سیدی
0,شهاب حسینی و پریناز ایزدیار
0, _ ۲ سلام ماره۳
0,حمیدفرخ نژاد
0,۲اقای شهاب حسینی
0,۲ ۱ ۱ ۷
0,پرویز پرستویی
0,۲۳
0,آقای شهاب حسینی
0,۴الناز شاکردوست
0,معلومه هومن سیدی
0,محمدرضاا گلزاررر
0,۲ شهاب حسینی
0,۲ و ۳
0,شماره ۱ شهاب حسینی
0,به نظر من هومن سیدی
0,۲و۸
0,۳۲
0,محمدرضا گلزار
0,مجیدفرخ نژاد
0,البته که شهاب حسینی ۲
0,اول شهاب دوم پریناز
0,اول شهاب دوم هومن
0,۳هومن سیدی
0,شهاب حسینی
0,گلزار
0,شهاب حسینی ۲
0,۳۸
0,مهناز افشار
0,شهاب حسین ۲
0,عباس جدیدی
0,محمد رضا گلزار
0,سه وهشت یعنی هومن سیدی ونوید محمدزاده عالی بورن
0,۲و۳
0,۱۲۳۴۵۶۷۸
0,صد در صد ۲
0,سلام شماره ۶
0,و۲و۸
0,فقط وفقط ۳
0,هومن سیدی ۳
0,فقط ۳
0,فقط هومن سیدی
0,گزینه۶
0,سیدییی
0,فقط هومننن
0,هومن سیدی و جواد عزتی
0,۲ ۳۵
0,خاننده کی شد
0,شهاب حسینی و نوید محمدزاده
0,۱۱۱۳
0,۲شهاب حسینی
0,اقای فرخ نژاد
0,پریناز ایزدیار استاد شهاب حسینی هومن سیدی
0,اقای شهاب حسینی
0,۲۰۰۰۳۴۵ شهاب حسینی
0,۲
0,۳و۸
0,۶ فقط فرخ نژاد
0,۵ جواد عزتی
0,۵جوادعزتی
0,هومن سیدی حمیدفرخ نژاد
0,۴۷
0,شهاب حسینی شماره۲
0,نوید محمدزاده بدون شک
0,پریناز هومن سیدی
0,۱۳
0,۳ ولی حامد بهداد کو
0,فقط ۲
0,۲۱۱۶
0,۲۱۱۸
0,۲ و۳
0,۲۱۱۸
0,جواد عزتی و شهاب حسینی
0,۱و۲
0,شماره سه
0,جناب جواد عزتی ۱
0,فقط۲
0,۳ ۱ ۶
0,۲ و ۷
0,۲ ۳
0,فرخ نژاد ۶
0,فقط شهاب حسینی
0,نوید محمد زاده ۸
0,۲ ۳
0,معلومه ۲
0,۷ ۲۴
0,۳۸
0,مسلما ۲
0,۸۶۷۴ ۲
0,شهاب حسینی شماره ۲
0,۱ ۲
0,هومن سیدی شماره ۳
0,۲و۳و۵
0,هومن سیدی ونوید محمد زاده
0,شماره ۱ در خانمها و ۱ در اقایان
0,در خانمها خانم ایزدیار و اقایان نوید محمد زاده و هومن سیدی
0,شهاب حسینی فرخ نژاد
0,۲ ۳۶
0,۲ ۶
0,۲ ۱ ۸
0,جوادعزتی
0,پری ناز
0,نوید محمدزاده و شهاب حسینی
0,شهاب حسینی و هومن سیدی
0,۵  ۲
0,۱ ۱ ۳
0,۲_۵
0,شماره ۲شهاب حسینی
0,حمید فرخ نژا د
0,شهاب حسینی ۲
0,کاری ندارم من بازی۲رو دوست دارم فقط قباد
0,لیلا حاتمی
0,اول هفت بعدش ۳
0,نویدمحمدزاده شهاب حسینی
0,۳ ۶
0,۳۷
0,۲۳
0,۲۶
0,۲ ۳۸
0,شماره دو شهاب حسینی
0,۲ ۵
0,۳۷
0,۲ ۱ ۱ ۱
0,۸ نوید محمد زاده
0,نویدمحمد زاده
0,اقای مهندس رشیدپور گرچه خودم هم اگر رأی میدادم ایشون رو بعنوان پدیده ۲ انتخاب میکردم اما در جاانداختن پدیده با هنرمند برتر سال خوب مهندسی نکردید
0,همایون شجریان
0,منم رای دادم
0,به بانی جایزه نبردیم
0,شما برنامه بزارید بنده اولین نفر کمک میکنم
0,حمید هیراد
0,حمیدهیراد
0,چه جالب تا حالا از این آقا کاری نشنیدم
0,همایون شجریان گوش میکردم تا این موقع
0,شجریان
0,کوروش بند وبانی وهیراد
0,بهنام بانی
0,منظور رشید پور بهترین خواننده نبود جنجالیترین بودوگر نه سبکشون باهم متفاوت بود
0,عصار
0,چاوشی
0,محمدرصا شجریان
0,فقط شجریان
0,بااین حال اگه تتلو بود تو نظرسنجی اول میشد
0,بهنام بانی وحامد همایون
0,اگه حمید هیراد کنسرت میداشت قطعا اول بود
0,قیاس نکرده اگه برنامه رو صبح دیده باشین خود رشید پور گفت این تو ۲ از بقیه بیشتر امتیاز اورده وگرنه از اون بهتر خوب ما خواننده خیلی داریم
0,با شما صحبت کردم
0,این واقعان پیچ اصلی
0,منو همسر عزیزم از سبزوار
0,سلام اینجا ابری هوا فریمان شهر استاد مطهری علیرضا کاری مقدم از تاکسی تلفنی بهمراه دوستان خوبم
0,از فریمان مه گرفته ۲ کیلومتری مشهد مقدس
0,علیرضا کاری مقدم از فریمان شهر استاد مطهری
0,از فریمان مه گرفته علیرضا کاری مقدم با همراهی دوستان از تاکسی تلفنی
0,مه گرفتگی شهر فریمان تقدیم  کاری مقدم
0,علیرضا کاری مقدم و دوستان از فریمان با یوگی و دوستان نسبتی نداریم
0,حسن غیاثوند از لوشان
0,فریمان مه گرفتس رشیدپووور
0,رضا عباسی اهر
0,بلی شرایط ادم به ادم فرق داره هر چند هنر این مرد ادمو به فکر فرو میبره
0,مکمل اقای رشید پور
0,قارچ
0,باچ
0,پارچ
0,چه شبکهای پخش میشه این برنامه
0,کدام برنامه رو میگین عزیز
0,اگه منظورتون حالا خورشید شبکه  ۱ ۱ صبح هر روز جز جمعه
0,ممنون همین حالا خورشید رو میگم
0,توبیکاری کست خله
0,اقای رشیدپور لطفا تا موهای شما بیشتر سفید نشد به رنگ اولش برگردانید مثل خیلی از مجریان که این کاررا انجام میدهند وهیچ اشکالی ندارد
0,اقای رشید پور اهنگ که امروز خوانده شداخرش برام بزار
0,آقارشیدشمارابه جون دخترمعصوم وزیباتون به خدایی که همه اعتقاددارن قسم میدم حتما با این شماره من تماس بگیرید کارواجب دارم ۰۱۴۷۳۴۴۲۳
0,آقای رشید خیلی سعی کردم امروز صبح یکشنبه بابرنامه حالاخورشید تماس بگیرم حرف دلم و بگم تاکمی سبک بشم و یک گره بزرگ خودم با شما درمیان بگذارم نتونستم ۰۱۴۷۳۴۴۲۳
0,پیام
0,سلام من امروز به صفحه شما
0,سلام آقا ی رشید پور
0,نزدیک عید است خدایا تورا به مهربانیت قسم کسی گرفتار نشه کسی شرمنده خانوادهاش نباشه هیچ چشمی گریان نشه هیچ قلبی نشکنه کسی مریض و مریض دار نباشه الهی آمین 
0,چهره موشیقی سال محمد علیزاده 
0,امین
0,سلام آقا رضا از فریمان شهر استاد مطهری بزرگ علیرضا کاری مقدم و تمام دوستانم در تاکسی سرویس
0,آقای رشیدپور از فریمان شهر استاد مطهری بزرگ علیرضاکاری مقدم و دوستان از دفتر تاکسی تلفنی میبینیمتون
0,ازشهر زادگاه استاد مطهری فریمان علیرضا کاری مقدم بهمرام کلیه همکاران تاکسی تلفنیمون
0,حالا خورشید ساعت چند پخش میشه
0,برنامه ۱ صبح شروع میشه
0,سلام آقای رشید پور عزیز
0,بسم ا سلام اخیرا ازمونای قلم چی توی درس زیست اسمهای و لغتهای ک فرهنگستان ادب برای واژههای علمی کتاب انتخاب کرده رو توی تستاش میاره بدون اینکه اسم علمیشو بیاره خب به طبع این باعث میشه ک درصد خطای ماهم تو ازمون بره بالا ما تصمیم گرفتیم به مسئولین برگزار کننده ازمون اعتراض کنیم ک حداقل اگه واژه فارسیو میارن کنارش واژههای علمیشم بیارن و اگر اینکارو نکن ما اصن تو ازمون شرکت نمیکنم اینجوری جامع اماریشونم میاد پایین ک خیلی به ضررشونه شاید بگی ک ما تو کل کشور کمیم و اینا اما از همی کم شرو میشه 
0,معرفی جاهای دیدنی و جذاب دنیا 
0,ما چه جوری وکجا میتونیم برنامه حالا خورشید آقای رشیدپور عزیز رو زنده تماشا کنیم و چه ساعتی به وقت امریکای مرکزی  پخش میشه
0,خیلی ممنون میشم اگه کسی ز
0,یک اطلاع رسانی تو این زمینه داشته باشه
0,تازه حالا خوشحال بود که این کار رو کرده
0,حالاخورشیدچه ساعتی پخش میشه رشیدپوربا مدیری عشقن
0,سلام اقای رشید پور شما پنج شنبهها در حالا خورشید برنامه اجرا نمیکنید
0,سلام آقای رشید پور اسم منم بخونی بیزحمت زهرا از مهرشهر کرج
0,اقای رشید پور عزیز انتخاب من برای خواننده شماره ۱ میباشد
0,وقت طلایی خود را در اینستاگرام هدر ندهید اینستاگرام پول ساز نصب  پست را در روز لایک کنید و به دلار کسب درآمد کنید پول قابل اطمینان کسب کنید و در پیش بینی بازار بورس و فوتبال شرکت  با کلیک بر روی لینک موجود در بیو کیف پول پولداری داشته باشید
0,همیشه 
0,با سلام اقای رشید پور برای هنر جاهای زیادی رفتم اما نشد از شما راهنمایی میخواهم_لطفا کمکم کنید بازیگری
0,سلام و خدا قوت اگر ممکنه نحوه ارتباط با برنامه رو اعلام کنین
0,سلام اقای رشید پور برنامتون  تازگیا برنامتونوو میبینم ازبس تعریفشو از اطرافیانم  یه بار برنامتونو دیدم وخوشم اومدوازاون روز پا برنامتون   نباشیدشما واکیپ حالا خورشید 
0,سلام آقای رشیدپور من خیلی دوست دارم برنامتونو ببینم ولی اون ساعت خوابم اگه تکرار داره ساعتشو بگید لطفا
0,با سلام خدمت آقای رشید پور و گروه فعال و عالی برنامتون اگه ممکنه براتون میخاستم از شهردار خوب و بی نظیر شهرم که واقعا همت عالی و صبر زیاد دارن تشکر ویژه بکنین و از طریق ای برنامه خدمتشون عرض کنیین که مردم شهر من نجف آباد قدر دان زحماتشون هستن و هیچ زمان ایشون رو از حافظه شهرمون پاک نخواهند_کرد که چه خدمات ارزندهای برای زیبایی و شکوفایی شهرمون انجام میدن وحید نجفیان از نجف آباد اصفهان
0,سلام آقای رشید پور ازشهر خنج استان فارس هستم عید اینجا رسیده
0,میشه دایرکتتونم چک کنین یه مسئله مهم واستون توضیح دادم که اگه بتونین تو برنامه درموردش صحبت کنین کمک بزرگیه
0,سلام لطفا بفرمایید چطوری میشه فهمید ۴ چقدر پول کم کرده از حسابمون خیلی وقته از حساب من روزانه ۳ کم میشه ولی هنوز کد قرعه کشی ندادن بهم
0,معرفی جاهای دیدنی و جذاب گردشگری دنیا 
0,همایون عشقه
0,حامد همایون
0,۷حامد همایون
0,شماره ۱ بهنام بانی
0,کانال علمی راه انداختیم از شما فرهیخته محترم دعوت میکنیم به ما بپیوندید با تشکر
0,هیراد
0,۸ هیراد
0,سیاوش قمیشی 
0,عصار عزیز
0,صدرصد اسطوره قمیشی
0,چاووشی
0,۱_بهنام بانی
0,یکی از این سه نفر ۱ ۴۵
0,محسن چاوشی
0,زندوکیلی
0,فقط سالار ۶
0,علی زندوکیلی
0,عاشق ترانههای حمید هیرادم
0,بانی
0,ماکان بند کو
0,۱ بهنام بانی
0,همایون شجریان عزیز
0,گزینهی ۶
0,سالارعقیلی
0,همایون جان
0,یک
0,یک بهنام بانی
0,حجت اشرف زاده چرااا نیست
0,شماره ۱ همایون شجریان
0,۸حمید هیراد
0,فقط عشق جان هیراد
0,سالار عقیلی
0,فقط بانی۱
0,سلارعقیلی۶
0,اقای رشید پور   ۱۵ ماه اول مارکت داره پول بر میداره از حساب هنوز کد قرعه کشی نداد انصافا اگه کلاه برداری بگین حذفش کنیم ممنون میشم
0,۱و۸
0,سلام کذینه ۲
0,رحیم شهریاری
0,زند وکیلی۳
0,حامد هیراد
0,شماره ۱ بهنام بانی
0,قطعا همایون شجریان
0,بانی و زندوکیلی
0,بهنام
0,بهنام بانی ۱
0,فقط ۱
0,آقای هیراد
0,بهنام بانی ۱
0,۴ همایون شجریان
0,حامدهمایون
0,۱ بهنام بانی
0,
0,۷_۱_۸
0,آقای حمید هیراد
0,۱و ۸
0,چاووشی وهمایون
0,سلام به نظرمن ۱ چهره حمیدهیراد_بهنام بانی_سالارعقیلی
0,سلام ب نظر من اول محسن چاووشی بعدش سالار عقیلی
0,پس ماکان چی
0,سالارعقیلی وچاووشی
0,سلام به پیج من سر بزنین عروسک میسازم عروسک دست ساز یه هدیه جذاب برای کسانی که دوسشون دارین
0,همشون
0,فقط محسن ابراهیم زاده
0,۸ حمید هیراد
0,چاوشی رضا صادقی
0,با اختلاف۵ ۱ ۱ ۶
0,به ترتیب استاد همایون شجریان استاد سالار عقیلی علی زند وکیلی محسن چاوشی
0,همایون شجریان استاد همه
0,انتخاب موسیقی ایرانی باکلاس فقط همایون شجریان
0,هشت
0,جناب همایون شجریان وجناب سالارعقیلی
0,آقایان سالار عقیلی و همایپن شجریان
0,شماره هشت
0,همایون
0,۱بهنام بانی
0,حمیدهیراد۸
0,۲محسن چاوشی و شجریان
0,حمید هیراد ۸
0,البته با احترام کامل به بقیه مخصوصا استاد جوان شجریان
0,
0,۴و۶
0,فقط شماره ۴
0,شماره۷
0,من خودم عاشق چاووشی هستم ولی فکر کنم حامد همایون بیشترین کنسرت و داشته و چهره ساله شماره ۷
0,۱۸
0,۷ و ۸
0,۱و ۳
0,۱و۳
0,۶ 
0,شماره ۱ حمید هیراد
0,معلومه محسن چاووشی
0,حامد همایون ۶
0,سلام و درود به جناب رشیدپور عزیز و همکاران سخت کوش حالا  نظرم بهترین خواننده خودم هستم چون به صورت پیگیر و مداوم هرروز در حال انجام کارهای منزل و پسر کوچولوم برنامه و پست هاتون رو دنبال میکنم و باهمسرم همیشه ذکرخیرتون هست راستش من کار تمام خواننده هایی که نام بردین رو دوست دارم و پسر یک و نیم سالهام عاشق حامد همایون و حمید هیراد و بهنام بانی و هستش و با همون زبون بی زبونی خودش باهاشون هم آوایی میکنه بنابراین من به همشون رای میدم که نه تنها دل یک ملت رو بلکه دل نیکان کوچولوی منو هم شاد میکنن
0,۲و۳و
0,۸ حححمممییید هیراد
0,حامد همایون ۷
0,سالار عقیلی شماره ۶
0,فقط بهنام بانی
0,سلارعقیلی
0,ﺑﻬﻨاﻡ ﺑﺎﻧﻲ
0,خوب معلوم آقای همایون شجریان
0,۸ حمید حیراد حامد همایون هم خوبه
0,معلومه حامد همایون
0,من ۷
0, مهدی یراحی
0,سلام عزیزدلم رشیدپورجونم بهترین چهره سال درمردونگی ومجریگری متفاوت خودتی فدات شم به نظرمن حامدهمایون بهترین خانندس
0,حامد همایون
0,۸ ح ه
0,۷ حامد همایونی
0,بنظر من همایون شجریان سلطان موسیقی ایران
0,سالار عقیلی
0,حامد همایون ۷
0,۱ ۸
0,سالار عقیلی و بهنام بانی
0,همایون شجریان۴
0,همایون جان شجریان
0,۷ حامد همایون
0,همایون شجریان خصوصا با اجرای کنسرت باشکوه سی
0,مملکت مردسالاری
0,امیرعباس گلاب
0,عصار امسال آهنگی خونده
0,نیکی و پرسش ۴
0,سیروان خسروی
0,۲ و ۴
0,فقط حمید هیراد
0,فقط حمیدهیراد
0,۳و۷
0,محسن چاوشی
0, ۱
0,خودم
0,علی زند وکیلی
0,فقط و فقط همایون شجریان فرزند خلف اعتبار موسیقی ایران استاد معزز شجریان بزرگ
0,شماره ۱
0,فقط و فقط شناسنامه آواز ایران شجریان و همایون عزیز
0,سالار عقیلی عزیز
0,۳۸
0,شماره ۶
0,همایون بخاطر کنسرت سی
0,۱و۷
0,۴ ۶
0,۱۸
0,شماره ۱ و ۸
0,۱ ۴
0,۱۸
0,علی منصوریان
0,۴و ۳
0,علی زند وکیلی و همایون شجریان
0,۲ ۱ ۱ 
0,۱ ۷
0,شش
0,۶ ۸
0,۱   ۱۳۴
0,۱۷
0,۷و۸
0,۸۸۸ ۸۸۸
0,فقط حامد همایون
0,شماره ۱ به نظرم بهترینها ولی چهره سال همون ۱ هیراد
0,۱ و ۱ و ۱ و 
0,۱ و ۷
0,بانی و هیراد
0,سالارعقیلی۶
0,۲ ۸
0,همه به علاوه رضا صادقی
0,عقیلی
0,فقط ۸
0,۲ محسن چاووشی
0,محسن چاوشییی
0,سالار ۶
0,۸ ۱
0,فرزاد فرخ
0,حمید هیرداد
0,بی شک سلطااان چااوشی
0,هایده
0,همایون شجریانمهدی یراحیسالار عقیلیبهنام بانی
0,علیرضا عصار
0,هیراد حمید
0,۷
0,۳و۴
0,۲ و ۸
0,۸حمیدهیراد
0,۴۴۴
0,حامد همایون عزیز
0,شماره ۷
0,شماره ۱ یک
0,بهنام صفوی
0,آقای بانی ۱
0,۱ تا ۱ بغیر از عدد ۷
0,چهار
0,۶سالار عقیلی
0,۳ ۴۶
0,سلام و خسته نباشید شماره ۷
0,همگی صدای خوبی دارند انتخاب سخته ولی برای خالی نبودن عریضه ۸
0,۵۷
0,همایون شحریان محسن چاووشی
0,فقط همایون شجریان
0,۱ ۱ ۸
0,۲ ۸
0,۴همایون
0,ماکان بند
0,اقای همایون شجریان
0,حمید هیراد ماکان بند
0,زند وکیلی همایون شجریان
0,شماره۱
0,از این خوانندهها زیاد میرن و میان ولی شجریان زیاد  که داریمو قدشونو بدونیم
0,فقط و فقط همایون شجریان
0,رضا صادقی
0,شماره ۱ حامد همایون چهره سال
0,همایون شجریان ۱
0,تو این لیست هیراد
0,۲ چاوشی
0,۱  ۱ ۷۸
0,داداش سوال نداره ک داریوش 
0,۶سالار
0,۲ _ ۱ _ ۱ _ ۸
0,۲ ۱ ۱ ۸
0,۴ و ۶
0,گوگوش
0,عمو تتل
0,چاااوشی
0,۴و۵
0,۳ ۷
0,فقط بانی
0,حمید هیراد و حامد همایون
0,مهدی یراهی
0,شماره ۴
0,۶ سالار عقیلی
0,حمید هیراد بهنام بانی یالار عقیلی
0,۴ آقای شجریان
0,هیراد همایون
0,۴ همایون خان شجریان
0,۵و۴
0,علی زند وکیلی همایون شجریان
0,همایون شجریان وسالار عقیلی گل سرسبد موسیقی ایران
0,هزار درصد چاوشی
0,محسن چاووشی و سالار عقیلی
0,نمیشه انتخاب کرد چرا که تک تک این خوانندگان صدای خوبی دارند
0,مهدی یراحی
0,۷همایون
0,همایون۷
0,همایون شجریان ۴
0,سالار عقیلی که همیشه چهره بوده ولی زند وکیلم خیلی خوبه کاراش
0,بهنام بانی شماره یک
0,یکی از این سه نفر هیراد همایون بانی
0,حمید هیرات
0,همه شون بهترینن چجوری میخواین یکی رو انتخاب کنین
0,۸حمید هیرات
0, بند
0,به نظر من اشکال نداره این یک واکنش رفتاری است و بنده که توی منزل هم بودم با دخترم که من پرسپولیسی و اون استقلالی کلی با هم کل کل کردیم همه فوتبالهای جهان همینطوره خیلی هم عالی بود خودمان را دست کم نگیریم فوتبال تخلیه هیجان است یک محفل گروهی و خوب اگر واکنش نباشه بیماریم مگر مجسمه هستیم احساسمان را نشان میدهیم با سلامتی تمام مردم عزیزم 
0,پر محتوا
0,راستی اسم من اعظم تقی زاده است
0,خانم داوران
0,رضا فیاضی
0,خانم دکتر پروفسور بودن
0,خانم دکتر باهوش تبریزی
0,همه جز۱
0,آقای فیاضی
0,نخبه‌ی دانشگاه
0,نخبه دانشگاه
0,فریبا متخصص
0,کت چرم قهوهای
0,آقای رضا فیاضی و خانم پروفسور داوران
0,همه از نظر من خوبن جز مدیر ایمنی فرودگاههای کشور
0,نخبه مون بهتربود 
0,خانم دکتر
0,اقای فیاضی
0,منم کت چرم قهوهای
0,خانم متخصص وجناب فیاضی
0,نخبهی دانشگاه هنوز دارم به حرفاش فکر میکنم
0,خانم پروفسور داوران
0,در خانم پروفسور داوران ونخبه دانشگاه
0,خانم ویدا جوان
0,سلام خانم دکتر ک تبریزی هستند
0,۴ پسر نابغه
0,خانم پروفسور
0,خانم فریبامتخصص
0,خشایار راد
0,صدیق شریف
0, صدیق شریف
0,آقای راد
0,ویداجوان
0,خانم سودابه داوران
0,۱۳۴۸ شما هم پول دارید
0,گیوه و عسل طبیعی ارسال سفارش به سراسر کشور کانال تلگرام و آیدی ادمین      عسل عسل طبیعی عسل هورامان گیوه کلاش کڵاش
0,اقای رشید پور مارادعوت کن بیماران خاص ومعلول
0,واقعا
0,شایدم شما راه رو اشتباه گرفتی
0,۱۳۵ آقای رشید پو لطف میکنن مهمان دعوت میکنن اگر فاز منغی داشتن به ایشون ربطی نداره کمی منطقی باشیم 
0,حالا خورشید تکرا ر نداره کسی میدونه ممنون
0,میزوصندلیهای تاشو کم جا و پروانهای مدرن با طرحهای منحصر به فرد لطفا از صفحه ما دیدن فرمائید
0,چقدر ازراضیه
0,آکله
0,محسن از مبا
0,محسن از قهنویه مبارکه اصفهان
0,محسن از قهنویه مبارکه اصفهان کاملا نوشتم از کجا که مرتضی رو اذیت نکنی
0,دعوتت نکردن زیرا برای اینکه سعادت میخواهد نه صداقت
0,دست آقای رشیدپور نیز درد نکند که لااقل اینجا که دعوت شدید
0,فردا این بنده خدا را هم میکشند
0,لطفا در کمپین حمایت از ادامه حالا خورشید عضو  صدای مردم همچنان شنیده_شود 
0,خیر
0,آقای مدیر امنیتی شعر تعریف میکرد
0,بله
0,مدیر امنیتی میفرمایند مردم هر قضاوتی میتوانند بکنند پول کجاست
0,خیر۲
0,خیر ۲
0,متاسفم نه میتونم بگم آره و نه هم بگم نه
0,خدایا در دفتر حضور و غیاب امروز حاضری زدیم حضورمان را بپذیر و جایگاهمان را در کلاس بندگی ات در ردیف بهترینها قرار ده سلام صبحتون بخیر
0,خیر 
0,اصلا خیر
0,اونا هم یه جایی دیگه مسوولن
0,ایا حالا به این ترتیب اتفاق مثبتی خواهد_افتاد
0,اقای رضا رشیدپور
0,شهاب مظفری
0,نرگس کلباسی
0,استاد امیر بیات
0,با سلام شهید محسن حججی عزیز
0,سردار حاج قاسم سلیمانی
0,سردار سلیمانی
0,اقای خیابانی
0,سردار سلیمانی و شهید حججی
0,نرگس کلباسی ویدا موحد ۰
0,مهران مدیری
0,مهران مدیری و خود شما آقای رشید پور عزیز
0,پروفسور سودابه داوران
0,جناب آقای رشید پور
0,سلام خودشمااقای رشیدپور
0,اقای مهران مدیری چهره سال هستند
0,فقط حاج قاسم سلیمانی
0,چهرهی واقعی وبرتر سال بدون شک فقط به فقط مادرمه
0,محموداحمدی نژاد
0,فقط آقای رشیدپورفقط
0,فقط رضا رشیدپور
0,جناب اقای رشید پور 
0,سید علی ضیا
0,اقای رشید پور
0,رامبد جوان
0,رضا رشید پور
0,مهران مدیری رضا رشید پور
0,آقای جواد خیابانی
0,محسن حججی
0,آقای رضا رشیدپور
0,خانم نرگس کلباسی
0,آقای مهران مدیری
0,دختر انقلاب ویدا همتی شجاعت ایشان مساوی هست با تمام فعالین مرد جامعه مدنی ایران
0,نرگس کلباسی و ویدا موحد
0,علی داییی
0,دختران خیابان انقلاب
0,اقای رشید پور صادق
0,علی دایی وجواد خیابانی عزیز
0,جناب آقای امیربیات ژنرال پرورش اندام ایران و نائب رئیس فدراسیون آسیایی  و  و قهرمان کشور و آسیا و رئیس هیئت بدنسازی شمال شرق تهران
0,اقای رشید پور خواهش میکنم یک نفر رو میشناسم که جان هزاران نفر رو نجات داده ولی گمنام هست با توجه به تعداد بینندگان این برنامه با من تماس بگیرید یا بفرمایید چگونه میتوانم ایشان رو به شما معرفی کنم که با امدن ایشان هزاران مادر امید میگیرند تا شما هستید این هدیه رو به خانوادهها بدید
0,سعید طوسی
0,سلام اقای رشیدپور عزیز سردار    
0,خوده اقای رضا رشیدپور
0,جوادخیابانی
0,به نظر من آقای رشید پور
0,به نظرمن سردار سلیمانی مجری برنامهحالا خورشید مردبزرگ آقای رشید پور
0,شما آقای رشید پور عزیز مگه داریم بعد شما
0,مرد سال رضارشیدپور
0,مهران مدیری و رضا رشید پور
0,مثل چند ساله گذشته آقای آخوندی وزیر راه
0,به نظر من اون چهار جوونی که تو خیابان پاسداران مظلومانه به شهادت رسیدند چهرههای شاخص وخاص هستند
0,جوادخیابانی عزیز به همراه مجری نمونه جناب آقای رضا رشیدپور
0,چهره برتر سال بهار روح افزا
0,اقای خیابانی چهره برتر
0,بهار روح افزا
0,علی کریمی وعلی دایی وجواد خیابانی وپرویز پرستویی
0,مهران مدیری عزیزان کشتی سانچی هواپیمای اسمان
0,علی کریمی
0,خود شما اقای رشید پور
0,مهران مدیری عزیز
0,سردار سلیمانی 
0,نرگس کل عباسی
0,رضا رشیدپور
0,سلام و صبح  سال فقط اقای رضا رشید پور
0,خانم نرگس کل عباسی
0,علی دایی به خاطر کمک به زلزله زدگان کرمانشاه
0,آقای جواد خیابانی به خاطر کمکهای فراوانشان به عزیزان زلزله زده
0,آقای سیدامامی که خودکشی داده_شدند
0,سلام آقای مهران مدیری مانی
0,برانکو وعلی کریمی
0,سلام آقای رضارشید پور
0,جواد خیابانی _ سردار سلیمانی
